artistName,trackName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,release_date,genres
Rone,Parade,0.632,0.434,7.0,-13.478,1.0,0.0424,0.0964,0.769,0.0988,0.11,119.989,audio_features,4bPX3ZV62LJxidVbYjlhZL,spotify:track:4bPX3ZV62LJxidVbYjlhZL,https://api.spotify.com/v1/tracks/4bPX3ZV62LJxidVbYjlhZL,https://api.spotify.com/v1/audio-analysis/4bPX3ZV62LJxidVbYjlhZL,381157.0,4.0,2012-11-05,"['electronica', 'french indie pop', 'french indietronica', 'microhouse', 'minimal techno', 'new french touch']"
Nilüfer Yanya,Golden Cage,0.797,0.379,2.0,-8.511,0.0,0.0823,0.654,0.0,0.12,0.431,87.95,audio_features,5dbipfm2AgqVgAT7Yip87C,spotify:track:5dbipfm2AgqVgAT7Yip87C,https://api.spotify.com/v1/tracks/5dbipfm2AgqVgAT7Yip87C,https://api.spotify.com/v1/audio-analysis/5dbipfm2AgqVgAT7Yip87C,220289.0,4.0,2017-06-09,"['art pop', 'indie soul', 'uk alternative pop']"
Tommy James & The Shondells,Crimson & Clover,0.412,0.59,11.0,-12.277,1.0,0.0701,0.255,0.0325,0.177,0.653,85.824,audio_features,1vXuYPpkLjn1v06E2EsWQY,spotify:track:1vXuYPpkLjn1v06E2EsWQY,https://api.spotify.com/v1/tracks/1vXuYPpkLjn1v06E2EsWQY,https://api.spotify.com/v1/audio-analysis/1vXuYPpkLjn1v06E2EsWQY,208667.0,4.0,2002-06-04,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock-and-roll', 'soft rock']"
Perfume Genius,Eye in the Wall,0.417,0.475,10.0,-13.571,0.0,0.0672,0.14,0.47,0.335,0.286,128.608,audio_features,4zHphnQaIiwuUGxOOfYZac,spotify:track:4zHphnQaIiwuUGxOOfYZac,https://api.spotify.com/v1/tracks/4zHphnQaIiwuUGxOOfYZac,https://api.spotify.com/v1/audio-analysis/4zHphnQaIiwuUGxOOfYZac,522418.0,4.0,2019-09-13,"['art pop', 'chamber pop', 'chamber psych', 'chillwave', 'electropop', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'seattle indie']"
Lee Fields & The Expressions,Ladies,0.48,0.751,1.0,-5.702,0.0,0.0383,0.188,1.69e-05,0.163,0.789,177.371,audio_features,6iNHWlOLt4NuDi9iSvtznO,spotify:track:6iNHWlOLt4NuDi9iSvtznO,https://api.spotify.com/v1/tracks/6iNHWlOLt4NuDi9iSvtznO,https://api.spotify.com/v1/audio-analysis/6iNHWlOLt4NuDi9iSvtznO,257387.0,4.0,2009-06-02,"['afrobeat', 'funk', 'indie soul', 'soul']"
Vangelis,Memories of Green,0.247,0.0392,2.0,-28.219,1.0,0.0374,0.919,0.573,0.343,0.0887,169.606,audio_features,0rHCW5eZ35QmQNVYyozAnZ,spotify:track:0rHCW5eZ35QmQNVYyozAnZ,https://api.spotify.com/v1/tracks/0rHCW5eZ35QmQNVYyozAnZ,https://api.spotify.com/v1/audio-analysis/0rHCW5eZ35QmQNVYyozAnZ,305027.0,3.0,1994-06-06,"['cyberpunk', 'new age']"
Lil Baby,Heatin Up (feat. Gunna),0.788,0.436,1.0,-9.435,1.0,0.364,0.0611,0.0,0.0979,0.341,129.847,audio_features,7KSSdFCBHCfq4KPzz78ghk,spotify:track:7KSSdFCBHCfq4KPzz78ghk,https://api.spotify.com/v1/tracks/7KSSdFCBHCfq4KPzz78ghk,https://api.spotify.com/v1/audio-analysis/7KSSdFCBHCfq4KPzz78ghk,177314.0,4.0,2020-02-28,"['atl hip hop', 'atl trap', 'rap']"
Ariel Pink,Baby,0.622,0.253,2.0,-14.36,1.0,0.0331,0.435,0.471,0.0941,0.336,92.584,audio_features,2TUdxbIF3rpY887d8m0ZGV,spotify:track:2TUdxbIF3rpY887d8m0ZGV,https://api.spotify.com/v1/tracks/2TUdxbIF3rpY887d8m0ZGV,https://api.spotify.com/v1/audio-analysis/2TUdxbIF3rpY887d8m0ZGV,287427.0,4.0,2012-08-20,"['alternative dance', 'alternative rock', 'art pop', 'chillwave', 'experimental pop', 'freak folk', 'indie garage rock', 'indie pop', 'la indie', 'lo-fi', 'neo-psychedelic', 'new rave', 'new weird america', 'noise pop', 'nu gaze']"
Lou Reed,Vicious,0.605,0.846,2.0,-7.755,1.0,0.0337,0.0006,0.886,0.0526,0.952,124.247,audio_features,4A48NL57P16zSRaq3yoYry,spotify:track:4A48NL57P16zSRaq3yoYry,https://api.spotify.com/v1/tracks/4A48NL57P16zSRaq3yoYry,https://api.spotify.com/v1/audio-analysis/4A48NL57P16zSRaq3yoYry,176533.0,4.0,1972-12-01,"['art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter']"
DJ Seinfeld,Please Slow Down,0.605,0.875,2.0,-9.196,1.0,0.048,0.257,0.7,0.039,0.666,127.956,audio_features,2kOCDaHjAcqCDKTGsdlOsV,spotify:track:2kOCDaHjAcqCDKTGsdlOsV,https://api.spotify.com/v1/tracks/2kOCDaHjAcqCDKTGsdlOsV,https://api.spotify.com/v1/audio-analysis/2kOCDaHjAcqCDKTGsdlOsV,262045.0,4.0,2019-10-11,"['deep house', 'float house', 'lo-fi house']"
Chance the Rapper,Pusha Man,0.768,0.569,0.0,-8.791,1.0,0.243,0.469,0.0,0.678,0.883,124.104,audio_features,4ygQUye7obtqhSltSxp18H,spotify:track:4ygQUye7obtqhSltSxp18H,https://api.spotify.com/v1/tracks/4ygQUye7obtqhSltSxp18H,https://api.spotify.com/v1/audio-analysis/4ygQUye7obtqhSltSxp18H,139406.0,4.0,2013-04-30,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
The War On Drugs,City Reprise #12,0.188,0.775,8.0,-9.277,1.0,0.063,0.0821,0.753,0.364,0.201,112.06,audio_features,0jvWxvsLvb8lQCYbutGQld,spotify:track:0jvWxvsLvb8lQCYbutGQld,https://api.spotify.com/v1/tracks/0jvWxvsLvb8lQCYbutGQld,https://api.spotify.com/v1/audio-analysis/0jvWxvsLvb8lQCYbutGQld,185880.0,4.0,2011-08-16,"['indie rock', 'modern rock', 'philly indie']"
Melanie Faye,It's a Moot Point,0.7,0.66,6.0,-6.642,1.0,0.0796,0.221,0.0216,0.0886,0.696,150.028,audio_features,3Rl8k5Daz5w5zHYSJz5lHA,spotify:track:3Rl8k5Daz5w5zHYSJz5lHA,https://api.spotify.com/v1/tracks/3Rl8k5Daz5w5zHYSJz5lHA,https://api.spotify.com/v1/audio-analysis/3Rl8k5Daz5w5zHYSJz5lHA,242000.0,4.0,2020-03-17,['bedroom soul']
Maxo Kream,Bissonnet,0.83,0.723,8.0,-7.601,1.0,0.226,0.212,0.0,0.183,0.66,142.161,audio_features,4uK0ifG1tM80qoJz6WV4eP,spotify:track:4uK0ifG1tM80qoJz6WV4eP,https://api.spotify.com/v1/tracks/4uK0ifG1tM80qoJz6WV4eP,https://api.spotify.com/v1/audio-analysis/4uK0ifG1tM80qoJz6WV4eP,143581.0,4.0,2019-07-19,"['hip hop', 'houston rap', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
IDK,Porno,0.665,0.661,10.0,-6.353,0.0,0.388,0.136,0.0,0.433,0.657,85.616,audio_features,192boLjFXYWZ0ADjtvhaJT,spotify:track:192boLjFXYWZ0ADjtvhaJT,https://api.spotify.com/v1/tracks/192boLjFXYWZ0ADjtvhaJT,https://api.spotify.com/v1/audio-analysis/192boLjFXYWZ0ADjtvhaJT,201878.0,4.0,2019-09-04,"['dmv rap', 'hip hop', 'rap', 'underground hip hop']"
Tame Impala,Expectation,0.45,0.849,5.0,-5.075,1.0,0.057,0.0222,0.00455,0.0792,0.161,139.925,audio_features,4m3GHOgCNZMv0we7H9j8Y8,spotify:track:4m3GHOgCNZMv0we7H9j8Y8,https://api.spotify.com/v1/tracks/4m3GHOgCNZMv0we7H9j8Y8,https://api.spotify.com/v1/audio-analysis/4m3GHOgCNZMv0we7H9j8Y8,362880.0,3.0,2010-05-21,"['australian psych', 'neo-psychedelic']"
Efdemin,"Oh, Lovely Appearance of Death",0.305,0.0962,2.0,-22.145,1.0,0.0784,0.931,0.00223,0.11,0.0399,118.774,audio_features,31QeaW3EVenEoaosnJRknY,spotify:track:31QeaW3EVenEoaosnJRknY,https://api.spotify.com/v1/tracks/31QeaW3EVenEoaosnJRknY,https://api.spotify.com/v1/audio-analysis/31QeaW3EVenEoaosnJRknY,313132.0,1.0,2019-02-15,"['dub techno', 'float house', 'microhouse', 'minimal tech house', 'minimal techno', 'outsider house', 'tech house']"
Hayden Ball,Rain And Wind,0.0,2.03e-05,5.0,-48.234,1.0,0.0,0.807,0.953,0.205,0.0,0.0,audio_features,2cVy8InB8vhshMTn4lTCjJ,spotify:track:2cVy8InB8vhshMTn4lTCjJ,https://api.spotify.com/v1/tracks/2cVy8InB8vhshMTn4lTCjJ,https://api.spotify.com/v1/audio-analysis/2cVy8InB8vhshMTn4lTCjJ,188084.0,0.0,2017-05-07,[]
Yu Mamiya,START AND END - Instrumental,0.439,0.867,1.0,-7.928,1.0,0.154,0.00907,0.802,0.291,0.567,148.094,audio_features,4Von8tU319TTgEFQHM5mme,spotify:track:4Von8tU319TTgEFQHM5mme,https://api.spotify.com/v1/tracks/4Von8tU319TTgEFQHM5mme,https://api.spotify.com/v1/audio-analysis/4Von8tU319TTgEFQHM5mme,259066.0,4.0,2020-04-24,[]
TOOL,Legion Inoculant,0.195,0.143,0.0,-19.052,1.0,0.0464,0.00229,0.942,0.221,0.0262,79.539,audio_features,48C0O5CXfQdfjUCUhOs1YP,spotify:track:48C0O5CXfQdfjUCUhOs1YP,https://api.spotify.com/v1/tracks/48C0O5CXfQdfjUCUhOs1YP,https://api.spotify.com/v1/audio-analysis/48C0O5CXfQdfjUCUhOs1YP,189979.0,4.0,2019-08-30,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'post-metal', 'progressive metal', 'progressive rock', 'rock']"
David Bowie,Sense of Doubt - 2017 Remaster,0.17,0.315,5.0,-19.137,1.0,0.0483,0.579,0.932,0.144,0.0365,129.451,audio_features,1d89lSLqTpMMpcKBWzVWcm,spotify:track:1d89lSLqTpMMpcKBWzVWcm,https://api.spotify.com/v1/tracks/1d89lSLqTpMMpcKBWzVWcm,https://api.spotify.com/v1/audio-analysis/1d89lSLqTpMMpcKBWzVWcm,239600.0,4.0,1977,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
Bob Dylan,Restless Farewell,0.48,0.122,4.0,-15.867,1.0,0.035,0.898,0.0,0.102,0.284,101.611,audio_features,1LGmxVTktSQBIpKPymNrWl,spotify:track:1LGmxVTktSQBIpKPymNrWl,https://api.spotify.com/v1/tracks/1LGmxVTktSQBIpKPymNrWl,https://api.spotify.com/v1/audio-analysis/1LGmxVTktSQBIpKPymNrWl,332278.0,4.0,1964-01-13,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']"
David Bowie,Cygnet Committee - 2015 Remaster,0.308,0.537,0.0,-11.112,1.0,0.045,0.124,0.0,0.0812,0.329,132.996,audio_features,74HblpHxO9ua5tvjbDJgJs,spotify:track:74HblpHxO9ua5tvjbDJgJs,https://api.spotify.com/v1/tracks/74HblpHxO9ua5tvjbDJgJs,https://api.spotify.com/v1/audio-analysis/74HblpHxO9ua5tvjbDJgJs,579320.0,4.0,1969-11-04,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
Aphex Twin,#5,0.25,0.0991,1.0,-29.189,0.0,0.0434,0.965,0.939,0.0445,0.0399,139.865,audio_features,4HBo946zIZAYhyzlZ7hfGo,spotify:track:4HBo946zIZAYhyzlZ7hfGo,https://api.spotify.com/v1/tracks/4HBo946zIZAYhyzlZ7hfGo,https://api.spotify.com/v1/audio-analysis/4HBo946zIZAYhyzlZ7hfGo,535267.0,4.0,1994-03-07,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']"
David Bowie,The Man Who Sold the World - Remastered,0.463,0.468,2.0,-11.65,0.0,0.0295,0.504,0.000256,0.136,0.54,118.595,audio_features,66bmIg7DYe2WNuUfU0tOYS,spotify:track:66bmIg7DYe2WNuUfU0tOYS,https://api.spotify.com/v1/tracks/66bmIg7DYe2WNuUfU0tOYS,https://api.spotify.com/v1/audio-analysis/66bmIg7DYe2WNuUfU0tOYS,239213.0,4.0,2016-11-11,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
XXXTENTACION,Moonlight,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,135090.0,4.0,2018-03-16,"['emo rap', 'miami hip hop']"
Aphex Twin,4 bit 9d api+e+6 [126.26],0.765,0.784,10.0,-8.278,0.0,0.0649,0.547,0.924,0.0815,0.655,126.228,audio_features,3NK7KFnTh3rKCgUvsKIDfi,spotify:track:3NK7KFnTh3rKCgUvsKIDfi,https://api.spotify.com/v1/tracks/3NK7KFnTh3rKCgUvsKIDfi,https://api.spotify.com/v1/audio-analysis/3NK7KFnTh3rKCgUvsKIDfi,268813.0,4.0,2014-09-19,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']"
Ariel Pink,Dayzed Inn Daydreams,0.442,0.836,2.0,-2.366,1.0,0.0322,0.033,0.0018,0.621,0.627,140.008,audio_features,6gf5PPir6CwXMF991iOHI6,spotify:track:6gf5PPir6CwXMF991iOHI6,https://api.spotify.com/v1/tracks/6gf5PPir6CwXMF991iOHI6,https://api.spotify.com/v1/audio-analysis/6gf5PPir6CwXMF991iOHI6,292276.0,4.0,2014-11-17,"['alternative dance', 'alternative rock', 'art pop', 'chillwave', 'experimental pop', 'freak folk', 'indie garage rock', 'indie pop', 'la indie', 'lo-fi', 'neo-psychedelic', 'new rave', 'new weird america', 'noise pop', 'nu gaze']"
Loretta Lynn,The Pill,0.689,0.344,5.0,-10.636,1.0,0.0353,0.74,0.0,0.0677,0.795,77.621,audio_features,7ytzJQs2dMr3n8rjbhO7ZY,spotify:track:7ytzJQs2dMr3n8rjbhO7ZY,https://api.spotify.com/v1/tracks/7ytzJQs2dMr3n8rjbhO7ZY,https://api.spotify.com/v1/audio-analysis/7ytzJQs2dMr3n8rjbhO7ZY,158960.0,4.0,1994-09-13,"['country', 'country rock', 'nashville sound', 'traditional folk']"
Fred Neil,Everybody's Talkin',0.671,0.299,2.0,-13.215,1.0,0.0315,0.521,0.000288,0.15,0.574,120.112,audio_features,5yZzLyY9SMI3ZjdqpXWYDp,spotify:track:5yZzLyY9SMI3ZjdqpXWYDp,https://api.spotify.com/v1/tracks/5yZzLyY9SMI3ZjdqpXWYDp,https://api.spotify.com/v1/audio-analysis/5yZzLyY9SMI3ZjdqpXWYDp,164600.0,4.0,1966-12-01,"['american folk revival', 'country rock', 'folk', 'folk rock', 'psychedelic rock', 'singer-songwriter', 'traditional folk']"
Rival Consoles,Haunt,0.701,0.712,5.0,-10.248,0.0,0.046,0.0354,0.858,0.405,0.284,147.413,audio_features,1h1xFDqICYyOmAkAnzGpnD,spotify:track:1h1xFDqICYyOmAkAnzGpnD,https://api.spotify.com/v1/tracks/1h1xFDqICYyOmAkAnzGpnD,https://api.spotify.com/v1/audio-analysis/1h1xFDqICYyOmAkAnzGpnD,294548.0,4.0,2015-05-04,"['ambient', 'ambient idm', 'chamber psych', 'chillwave', 'compositional ambient', 'drone', 'electronica', 'indietronica', 'intelligent dance music', 'microhouse', 'neo-classical']"
slowthai,BB (BODYBAG),0.806,0.435,0.0,-9.95,1.0,0.417,0.473,1.6e-05,0.0976,0.253,139.971,audio_features,2E0biFB3AGMSnJTDVbB8EE,spotify:track:2E0biFB3AGMSnJTDVbB8EE,https://api.spotify.com/v1/tracks/2E0biFB3AGMSnJTDVbB8EE,https://api.spotify.com/v1/audio-analysis/2E0biFB3AGMSnJTDVbB8EE,192412.0,4.0,2020-05-14,"['grime', 'hip hop', 'rap', 'uk alternative hip hop', 'uk hip hop']"
Deep Purple,Kentucky Woman,0.343,0.396,0.0,-10.395,1.0,0.0363,0.035,0.00364,0.189,0.314,171.411,audio_features,4KncOqIAEYnAM90go8Ielw,spotify:track:4KncOqIAEYnAM90go8Ielw,https://api.spotify.com/v1/tracks/4KncOqIAEYnAM90go8Ielw,https://api.spotify.com/v1/audio-analysis/4KncOqIAEYnAM90go8Ielw,284533.0,4.0,1968-10-01,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']"
Andre Nickatina,Killa Whale,0.842,0.648,11.0,-6.939,1.0,0.255,0.172,0.0,0.374,0.389,85.467,audio_features,5FmjAvHSzqXiuyiq1Ds7Ml,spotify:track:5FmjAvHSzqXiuyiq1Ds7Ml,https://api.spotify.com/v1/tracks/5FmjAvHSzqXiuyiq1Ds7Ml,https://api.spotify.com/v1/audio-analysis/5FmjAvHSzqXiuyiq1Ds7Ml,276520.0,4.0,1995-04-19,"['gangster rap', 'hyphy', 'west coast rap', 'west coast trap']"
Bill Withers,Everybody's Talkin',0.626,0.542,4.0,-9.905,1.0,0.0265,0.394,0.0174,0.141,0.965,104.008,audio_features,1xNs13B9mPPXxBpzDO8zy9,spotify:track:1xNs13B9mPPXxBpzDO8zy9,https://api.spotify.com/v1/tracks/1xNs13B9mPPXxBpzDO8zy9,https://api.spotify.com/v1/audio-analysis/1xNs13B9mPPXxBpzDO8zy9,204400.0,4.0,1971-05-01,"['funk', 'motown', 'quiet storm', 'soul']"
Sound Carrie,Stormy White Noise,0.0,1.0,4.0,-34.119,1.0,0.0,0.996,0.971,0.794,0.0,0.0,audio_features,6c6H13mrNzOVKrSR7aG3fb,spotify:track:6c6H13mrNzOVKrSR7aG3fb,https://api.spotify.com/v1/tracks/6c6H13mrNzOVKrSR7aG3fb,https://api.spotify.com/v1/audio-analysis/6c6H13mrNzOVKrSR7aG3fb,186408.0,0.0,2017-05-07,[]
Manu Chao,Je ne t'aime plus,0.649,0.438,9.0,-12.859,0.0,0.0357,0.911,0.759,0.136,0.932,149.897,audio_features,7Deb4scGmEv4fY2CZcVnSb,spotify:track:7Deb4scGmEv4fY2CZcVnSb,https://api.spotify.com/v1/tracks/7Deb4scGmEv4fY2CZcVnSb,https://api.spotify.com/v1/audio-analysis/7Deb4scGmEv4fY2CZcVnSb,122760.0,4.0,1998-10-06,"['latin alternative', 'world']"
Maxo Kream,Meet Again,0.8,0.597,0.0,-7.835,1.0,0.107,0.257,0.0,0.185,0.634,149.999,audio_features,4tMZoPR9v4kvICAPyknxpa,spotify:track:4tMZoPR9v4kvICAPyknxpa,https://api.spotify.com/v1/tracks/4tMZoPR9v4kvICAPyknxpa,https://api.spotify.com/v1/audio-analysis/4tMZoPR9v4kvICAPyknxpa,320201.0,4.0,2019-07-19,"['hip hop', 'houston rap', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
HAIM,Now I'm In It,0.717,0.707,4.0,-9.495,1.0,0.0628,0.384,0.000117,0.161,0.206,105.014,audio_features,0TCRoG3C8ItxMC4VYtN1La,spotify:track:0TCRoG3C8ItxMC4VYtN1La,https://api.spotify.com/v1/tracks/0TCRoG3C8ItxMC4VYtN1La,https://api.spotify.com/v1/audio-analysis/0TCRoG3C8ItxMC4VYtN1La,204280.0,4.0,2020-06-26,"['dance pop', 'indie pop', 'metropopolis', 'pop', 'pop rock', 'rock']"
Dreams of Dreams,River Rain,0.095,0.999,6.0,-17.437,0.0,0.0455,0.133,0.999,0.852,1e-05,89.969,audio_features,4gkJWcgc9QCFursmUBOirO,spotify:track:4gkJWcgc9QCFursmUBOirO,https://api.spotify.com/v1/tracks/4gkJWcgc9QCFursmUBOirO,https://api.spotify.com/v1/audio-analysis/4gkJWcgc9QCFursmUBOirO,181407.0,4.0,2017-05-05,[]
Amen Dunes,Time,0.606,0.725,0.0,-9.079,1.0,0.0306,0.121,0.279,0.109,0.752,123.048,audio_features,4YndEZw1mfbs6MapR28nSE,spotify:track:4YndEZw1mfbs6MapR28nSE,https://api.spotify.com/v1/tracks/4YndEZw1mfbs6MapR28nSE,https://api.spotify.com/v1/audio-analysis/4YndEZw1mfbs6MapR28nSE,290787.0,4.0,2018-03-30,"['art pop', 'chamber psych', 'freak folk', 'garage psych', 'indie folk', 'indie rock', 'modern psychedelic folk', 'neo-psychedelic', 'popgaze']"
Lee Moses,Time and Place,0.701,0.754,10.0,-6.064,1.0,0.109,0.653,0.189,0.0922,0.722,92.626,audio_features,6nkxDMFZAqSjmaEwi7XT3S,spotify:track:6nkxDMFZAqSjmaEwi7XT3S,https://api.spotify.com/v1/tracks/6nkxDMFZAqSjmaEwi7XT3S,https://api.spotify.com/v1/audio-analysis/6nkxDMFZAqSjmaEwi7XT3S,184187.0,4.0,2005-01-01,[]
Femi Kuti,Africa Will Be Great Again,0.756,0.811,0.0,-6.628,1.0,0.133,0.252,6.92e-05,0.111,0.562,99.996,audio_features,3tByzh69xblgCQMxbCE2ZM,spotify:track:3tByzh69xblgCQMxbCE2ZM,https://api.spotify.com/v1/tracks/3tByzh69xblgCQMxbCE2ZM,https://api.spotify.com/v1/audio-analysis/3tByzh69xblgCQMxbCE2ZM,287013.0,4.0,2018-02-23,"['afrobeat', 'afropop', 'world']"
O.V. Wright,Let's Straighten It Out,0.689,0.479,5.0,-11.237,0.0,0.0249,0.494,0.000285,0.0755,0.814,79.421,audio_features,12n47FuVsiUGug0xkiGkSc,spotify:track:12n47FuVsiUGug0xkiGkSc,https://api.spotify.com/v1/tracks/12n47FuVsiUGug0xkiGkSc,https://api.spotify.com/v1/audio-analysis/12n47FuVsiUGug0xkiGkSc,232093.0,4.0,2009,"['classic soul', 'memphis soul', 'soul', 'southern soul']"
Drake,One Dance,0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987.0,4.0,2016-05-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
TOOL,Culling Voices,0.254,0.449,11.0,-12.064,0.0,0.0352,0.0451,0.783,0.139,0.0386,156.094,audio_features,3gPxMQWDMSEyPXMtzbcDdQ,spotify:track:3gPxMQWDMSEyPXMtzbcDdQ,https://api.spotify.com/v1/tracks/3gPxMQWDMSEyPXMtzbcDdQ,https://api.spotify.com/v1/audio-analysis/3gPxMQWDMSEyPXMtzbcDdQ,605369.0,3.0,2019-08-30,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'post-metal', 'progressive metal', 'progressive rock', 'rock']"
Burna Boy,Ye,0.503,0.592,5.0,-5.923,0.0,0.444,0.0181,0.00014,0.169,0.344,201.85,audio_features,3FskQrDXcY24ur2fCvz35O,spotify:track:3FskQrDXcY24ur2fCvz35O,https://api.spotify.com/v1/tracks/3FskQrDXcY24ur2fCvz35O,https://api.spotify.com/v1/audio-analysis/3FskQrDXcY24ur2fCvz35O,231618.0,4.0,2018-01-26,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']"
M83,Midnight City,0.526,0.712,11.0,-6.525,0.0,0.0356,0.0161,0.0,0.179,0.32,105.009,audio_features,1eyzqe2QqGZUmfcPZtrIyt,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/tracks/1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/audio-analysis/1eyzqe2QqGZUmfcPZtrIyt,241440.0,4.0,2011,"['french shoegaze', 'metropopolis', 'neo-synthpop']"
Monster Rally,Sunny Sloth,0.72,0.523,7.0,-10.243,1.0,0.0326,0.374,0.0645,0.13,0.777,105.999,audio_features,1HYmpSbO1RNnocZJuRZuek,spotify:track:1HYmpSbO1RNnocZJuRZuek,https://api.spotify.com/v1/tracks/1HYmpSbO1RNnocZJuRZuek,https://api.spotify.com/v1/audio-analysis/1HYmpSbO1RNnocZJuRZuek,191975.0,4.0,2017-12-15,"['chillwave', 'indie dream pop', 'indietronica']"
Bob Dylan,Only a Pawn in Their Game,0.571,0.207,9.0,-12.472,1.0,0.0442,0.816,0.0,0.121,0.649,86.395,audio_features,6lib77q4koq52srysevRfT,spotify:track:6lib77q4koq52srysevRfT,https://api.spotify.com/v1/tracks/6lib77q4koq52srysevRfT,https://api.spotify.com/v1/audio-analysis/6lib77q4koq52srysevRfT,209160.0,3.0,1964-01-13,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']"
Rone,Brest,0.234,0.419,5.0,-9.552,1.0,0.0412,0.548,0.35,0.119,0.111,79.254,audio_features,6HuMrMrfhhVADQ67VMx61l,spotify:track:6HuMrMrfhhVADQ67VMx61l,https://api.spotify.com/v1/tracks/6HuMrMrfhhVADQ67VMx61l,https://api.spotify.com/v1/audio-analysis/6HuMrMrfhhVADQ67VMx61l,204742.0,4.0,2017-11-03,"['electronica', 'french indie pop', 'french indietronica', 'microhouse', 'minimal techno', 'new french touch']"
Lady Gaga,Million Reasons,0.671,0.473,0.0,-6.317,1.0,0.0413,0.368,0.0,0.101,0.167,129.893,audio_features,5MMoAAv1uODcUb7dAIxBTK,spotify:track:5MMoAAv1uODcUb7dAIxBTK,https://api.spotify.com/v1/tracks/5MMoAAv1uODcUb7dAIxBTK,https://api.spotify.com/v1/audio-analysis/5MMoAAv1uODcUb7dAIxBTK,206187.0,4.0,2020-08-07,[]
Javelin,Intervales Theme,0.615,0.676,4.0,-7.173,0.0,0.0548,0.582,0.0808,0.341,0.943,180.001,audio_features,5bjhpLSiv1OY2Zz2oeOHDQ,spotify:track:5bjhpLSiv1OY2Zz2oeOHDQ,https://api.spotify.com/v1/tracks/5bjhpLSiv1OY2Zz2oeOHDQ,https://api.spotify.com/v1/audio-analysis/5bjhpLSiv1OY2Zz2oeOHDQ,218027.0,3.0,2010-04-06,['chillwave']
Mura Masa,In My Mind,0.643,0.559,11.0,-8.839,0.0,0.0482,0.0336,0.216,0.125,0.0652,143.019,audio_features,4AaRR4TYXCnnw0dg54pgqe,spotify:track:4AaRR4TYXCnnw0dg54pgqe,https://api.spotify.com/v1/tracks/4AaRR4TYXCnnw0dg54pgqe,https://api.spotify.com/v1/audio-analysis/4AaRR4TYXCnnw0dg54pgqe,331933.0,4.0,2020-01-17,"['channel islands indie', 'vapor soul']"
The The,Giant,0.413,0.992,9.0,-3.923,0.0,0.375,0.0093,0.000562,0.232,0.29,166.906,audio_features,2ZyNYdziwt0ZS9mxRiwnXM,spotify:track:2ZyNYdziwt0ZS9mxRiwnXM,https://api.spotify.com/v1/tracks/2ZyNYdziwt0ZS9mxRiwnXM,https://api.spotify.com/v1/audio-analysis/2ZyNYdziwt0ZS9mxRiwnXM,207773.0,4.0,2004-07-20,"['alternative metal', 'american metalcore', 'mathcore', 'new jersey hardcore', 'new jersey punk']"
